Transription Units,TU BNum,TU EcoCycID,First Gene,Last Gene,TU Start,TU End,TU Length,TU RNA Deg Rate,Avg Deg Rate,Stdev Deg Rate
"[atpH, atpF, atpE, atpB]","(b3735, b3736, b3737, b3738)","[EG10105, EG10103, EG10102, EG10099]",b3735,b3738,3919870,3922051,2181,"[312.0, 276.0, 306.0, 258.0]",288.0,22.045407685
"[atpH, atpF, atpE]","(b3735, b3736, b3737)","[EG10105, EG10103, EG10102]",b3735,b3737,3919870,3921189,1319,"[312.0, 276.0, 306.0]",298.0,15.748015748
"[atpF, atpE, atpB, atpI]","(b3736, b3737, b3738, b3739)","[EG10103, EG10102, EG10099, EG10106]",b3736,b3739,3920418,3922440,2022,"[276.0, 306.0, 258.0, 354.0]",298.5,36.3421243188
[atpF],"(b3736,)",[EG10103],b3736,b3736,3920418,3920888,470,[276.0],276.0,0.0
"[atpF, atpE, atpB]","(b3736, b3737, b3738)","[EG10103, EG10102, EG10099]",b3736,b3738,3920418,3922051,1633,"[276.0, 306.0, 258.0]",280.0,19.7989898732
"[atpF, atpE]","(b3736, b3737)","[EG10103, EG10102]",b3736,b3737,3920418,3921189,771,"[276.0, 306.0]",291.0,15.0
"[atpE, atpB, atpI]","(b3737, b3738, b3739)","[EG10102, EG10099, EG10106]",b3737,b3739,3920950,3922440,1490,"[306.0, 258.0, 354.0]",306.0,39.1918358845
[atpE],"(b3737,)",[EG10102],b3737,b3737,3920950,3921189,239,[306.0],306.0,0.0
"[atpE, atpB]","(b3737, b3738)","[EG10102, EG10099]",b3737,b3738,3920950,3922051,1101,"[306.0, 258.0]",282.0,24.0
[atpB],"(b3738,)",[EG10099],b3738,b3738,3921236,3922051,815,[258.0],258.0,0.0
"[atpB, atpI]","(b3738, b3739)","[EG10099, EG10106]",b3738,b3739,3921236,3922440,1204,"[258.0, 354.0]",306.0,48.0
[atpI],"(b3739,)",[EG10106],b3739,b3739,3922060,3922440,380,[354.0],354.0,0.0
[rsmG],"(b3740,)",[EG10376],b3740,b3740,3923057,3923680,623,[270.0],270.0,0.0
"[rsmG, mnmG]","(b3740, b3741)","[EG10376, EG10375]",b3740,b3741,3923057,3925633,2576,"[270.0, 150.0]",210.0,60.0
"[rsmG, mnmG, mioC]","(b3740, b3741, b3742)","[EG10376, EG10375, EG11199]",b3740,b3742,3923057,3926455,3398,"[270.0, 150.0, 192.0]",204.0,49.7192115786
[mnmG],"(b3741,)",[EG10375],b3741,b3741,3923744,3925633,1889,[150.0],150.0,0.0
"[mnmG, mioC]","(b3741, b3742)","[EG10375, EG11199]",b3741,b3742,3923744,3926455,2711,"[150.0, 192.0]",171.0,21.0
[mioC],"(b3742,)",[EG11199],b3742,b3742,3926012,3926455,443,[192.0],192.0,0.0
"[mioC, asnC]","(b3742, b3743)","[EG11199, EG10093]",b3742,b3743,3926012,3927003,991,"[192.0, 372.0]",282.0,90.0
[asnC],"(b3743,)",[EG10093],b3743,b3743,3926545,3927003,458,[372.0],372.0,0.0
[asnA],"(b3744,)",[EG10091],b3744,b3744,3927155,3928147,992,[360.0],360.0,0.0
"[viaA, ravA]","(b3745, b3746)","[EG11730, EG11731]",b3745,b3746,3928152,3931093,2941,"[192.0, 234.0]",213.0,21.0
[ravA],"(b3746,)",[EG11731],b3746,b3746,3929597,3931093,1496,[234.0],234.0,0.0
[kup],"(b3747,)",[EG11541],b3747,b3747,3931316,3933184,1868,[360.0],360.0,0.0
"[rbsD, rbsA, rbsC, rbsB]","(b3748, b3749, b3750, b3751)","[EG10817, EG10814, EG10816, EG10815]",b3748,b3751,3933351,3937168,3817,"[344.82, 474.0, 344.82, 462.0]",406.41,61.735954678
"[rbsD, rbsA]","(b3748, b3749)","[EG10817, EG10814]",b3748,b3749,3933351,3935283,1932,"[344.82, 474.0]",409.41,64.59
"[rbsD, rbsA, rbsC]","(b3748, b3749, b3750)","[EG10817, EG10814, EG10816]",b3748,b3750,3933351,3936253,2902,"[344.82, 474.0, 344.82]",387.88,60.8960359958
[rbsD],"(b3748,)",[EG10817],b3748,b3748,3933351,3933770,419,[344.82],344.82,0.0
[rbsB],"(b3751,)",[EG10815],b3751,b3751,3936278,3937168,890,[462.0],462.0,0.0
"[rbsB, rbsK]","(b3751, b3752)","[EG10815, EG10818]",b3751,b3752,3936278,3938223,1945,"[462.0, 408.0]",435.0,27.0
"[rbsB, rbsK, rbsR]","(b3751, b3752, b3753)","[EG10815, EG10818, EG10819]",b3751,b3753,3936278,3939219,2941,"[462.0, 408.0, 270.0]",380.0,80.8455317256
[rbsK],"(b3752,)",[EG10818],b3752,b3752,3937294,3938223,929,[408.0],408.0,0.0
"[rbsK, rbsR]","(b3752, b3753)","[EG10818, EG10819]",b3752,b3753,3937294,3939219,1925,"[408.0, 270.0]",339.0,69.0
"[rbsR, hsrA, yieP]","(b3753, b3754, b3755)","[EG10819, EG11732, EG11733]",b3753,b3755,3938227,3941327,3100,"[270.0, 312.0, 282.0]",288.0,17.6635217327
"[hsrA, yieP]","(b3754, b3755)","[EG11732, EG11733]",b3754,b3755,3939185,3941327,2142,"[312.0, 282.0]",297.0,15.0
[yieP],"(b3755,)",[EG11733],b3755,b3755,3940635,3941327,692,[282.0],282.0,0.0
[rrsC],"(b3756,)",[EG30086],b3756,b3756,3941808,3943349,1541,[172800.0],172800.0,0.0
"[rrsC, gltU]","(b3756, b3757)","[EG30086, EG30033]",b3756,b3757,3941808,3943510,1702,"[172800.0, 172800.0]",172800.0,0.0
[gltU],"(b3757,)",[EG30033],b3757,b3757,3943435,3943510,75,[172800.0],172800.0,0.0
"[rrlC, rrfC, aspT, trpT]","(b3758, b3759, b3760, b3761)","[EG30079, EG30072, EG30023, EG30105]",b3758,b3761,3943704,3947032,3328,"[172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
[rrlC],"(b3758,)",[EG30079],b3758,b3758,3943704,3946607,2903,[172800.0],172800.0,0.0
"[rrfC, aspT, trpT]","(b3759, b3760, b3761)","[EG30072, EG30023, EG30105]",b3759,b3761,3946700,3947032,332,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
[rrfC],"(b3759,)",[EG30072],b3759,b3759,3946700,3946819,119,[172800.0],172800.0,0.0
"[rrfC, aspT]","(b3759, b3760)","[EG30072, EG30023]",b3759,b3760,3946700,3946948,248,"[172800.0, 172800.0]",172800.0,0.0
"[trpT, hdfR]","(b3761, b4480)","[EG30105, EG11449]",b3761,b4480,3946957,3947967,1010,"[172800.0, 276.0]",86538.0,86262.0
[hdfR],"(b4480,)",[EG11449],b4480,b4480,3947128,3947967,839,[276.0],276.0,0.0
"[hdfR, yifE]","(b4480, b3764)","[EG11449, EG11450]",b4480,b3764,3947128,3948424,1296,"[276.0, 276.0]",276.0,0.0
[yifE],"(b3764,)",[EG11450],b3764,b3764,3948086,3948424,338,[276.0],276.0,0.0
"[ilvL, ilvX, ilvG, ilvM, ilvE]","(b3766, b4669, b4488, b3769, b3770)","[EG11270, G0-10641, G8221, EG10501, EG10497]",b3766,b3770,3950322,3953413,3091,"[372.0, 344.82, 168.0, 276.0, 234.0]",278.964,73.9408762729
"[ilvL, ilvX]","(b3766, b4669)","[EG11270, G0-10641]",b3766,b4669,3950322,3950557,235,"[372.0, 344.82]",358.41,13.59
"[ilvL, ilvX, ilvG]","(b3766, b4669, b4488)","[EG11270, G0-10641, G8221]",b3766,b4488,3950322,3952204,1882,"[372.0, 344.82, 168.0]",294.94,90.4433922407
"[ilvL, ilvX, ilvG, ilvM]","(b3766, b4669, b4488, b3769)","[EG11270, G0-10641, G8221, EG10501]",b3766,b3769,3950322,3952464,2142,"[372.0, 344.82, 168.0, 276.0]",290.205,78.7544670162
[ilvL],"(b3766,)",[EG11270],b3766,b3766,3950322,3950420,98,[372.0],372.0,0.0
"[ilvX, ilvG, ilvM, ilvE]","(b4669, b4488, b3769, b3770)","[G0-10641, G8221, EG10501, EG10497]",b4669,b3770,3950507,3953413,2906,"[344.82, 168.0, 276.0, 234.0]",255.705,64.2585486531
[ilvX],"(b4669,)",[G0-10641],b4669,b4669,3950507,3950557,50,[344.82],344.82,0.0
"[ilvX, ilvG]","(b4669, b4488)","[G0-10641, G8221]",b4669,b4488,3950507,3952204,1697,"[344.82, 168.0]",256.41,88.41
"[ilvX, ilvG, ilvM]","(b4669, b4488, b3769)","[G0-10641, G8221, EG10501]",b4669,b3769,3950507,3952464,1957,"[344.82, 168.0, 276.0]",262.94,72.7747703535
"[ilvM, ilvE]","(b3769, b3770)","[EG10501, EG10497]",b3769,b3770,3952201,3953413,1212,"[276.0, 234.0]",255.0,21.0
[ilvM],"(b3769,)",[EG10501],b3769,b3769,3952201,3952464,263,[276.0],276.0,0.0
"[ilvM, ilvE, ilvD]","(b3769, b3770, b3771)","[EG10501, EG10497, EG10496]",b3769,b3771,3952201,3955328,3127,"[276.0, 234.0, 168.0]",226.0,44.4522215418
"[ilvE, ilvD]","(b3770, b3771)","[EG10497, EG10496]",b3770,b3771,3952484,3955328,2844,"[234.0, 168.0]",201.0,33.0
[ilvE],"(b3770,)",[EG10497],b3770,b3770,3952484,3953413,929,[234.0],234.0,0.0
[ilvD],"(b3771,)",[EG10496],b3771,b3771,3953478,3955328,1850,[168.0],168.0,0.0
"[ilvD, ilvA]","(b3771, b3772)","[EG10496, EG10493]",b3771,b3772,3953478,3956875,3397,"[168.0, 252.0]",210.0,42.0
[ilvA],"(b3772,)",[EG10493],b3772,b3772,3955331,3956875,1544,[252.0],252.0,0.0
[ilvY],"(b3773,)",[EG10503],b3773,b3773,3956927,3957820,893,[456.0],456.0,0.0
[ilvC],"(b3774,)",[EG10495],b3774,b3774,3957970,3959445,1475,[84.0],84.0,0.0
"[ilvC, ppiC]","(b3774, b3775)","[EG10495, EG12352]",b3774,b3775,3957970,3959813,1843,"[84.0, 336.0]",210.0,126.0
[ppiC],"(b3775,)",[EG12352],b3775,b3775,3959532,3959813,281,[336.0],336.0,0.0
[rep],"(b3778,)",[EG10837],b3778,b3778,3960677,3962698,2021,[348.0],348.0,0.0
[gpp],"(b3779,)",[EG10413],b3779,b3779,3962745,3964229,1484,[180.0],180.0,0.0
"[gpp, rhlB, trxA]","(b3779, b3780, b3781)","[EG10413, EG10844, EG11031]",b3779,b3781,3962745,3966090,3345,"[180.0, 198.0, 168.0]",182.0,12.3288280059
"[gpp, rhlB]","(b3779, b3780)","[EG10413, EG10844]",b3779,b3780,3962745,3965630,2885,"[180.0, 198.0]",189.0,9.0
"[rhlB, trxA]","(b3780, b3781)","[EG10844, EG11031]",b3780,b3781,3964365,3966090,1725,"[198.0, 168.0]",183.0,15.0
[rhlB],"(b3780,)",[EG10844],b3780,b3780,3964365,3965630,1265,[198.0],198.0,0.0
[trxA],"(b3781,)",[EG11031],b3781,b3781,3965761,3966090,329,[168.0],168.0,0.0
"[trxA, rho, wecA]","(b3781, b3783, b3784)","[EG11031, EG10845, EG10840]",b3781,b3784,3965761,3969019,3258,"[168.0, 132.0, 270.0]",190.0,58.4465567848
"[trxA, rho]","(b3781, b3783)","[EG11031, EG10845]",b3781,b3783,3965761,3967676,1915,"[168.0, 132.0]",150.0,18.0
"[rho, wecA, wzzE]","(b3783, b3784, b3785)","[EG10845, EG10840, EG11295]",b3783,b3785,3966417,3970077,3660,"[132.0, 270.0, 264.0]",222.0,63.6867333124
[rho],"(b3783,)",[EG10845],b3783,b3783,3966417,3967676,1259,[132.0],132.0,0.0
"[rho, wecA]","(b3783, b3784)","[EG10845, EG10840]",b3783,b3784,3966417,3969019,2602,"[132.0, 270.0]",201.0,69.0
[wecA],"(b3784,)",[EG10840],b3784,b3784,3967916,3969019,1103,[270.0],270.0,0.0
"[wecA, wzzE]","(b3784, b3785)","[EG10840, EG11295]",b3784,b3785,3967916,3970077,2161,"[270.0, 264.0]",267.0,3.0
"[wecA, wzzE, wecB]","(b3784, b3785, b3786)","[EG10840, EG11295, EG11451]",b3784,b3786,3967916,3971263,3347,"[270.0, 264.0, 186.0]",240.0,38.2622529394
"[wzzE, wecB]","(b3785, b3786)","[EG11295, EG11451]",b3785,b3786,3969031,3971263,2232,"[264.0, 186.0]",225.0,39.0
[wzzE],"(b3785,)",[EG11295],b3785,b3785,3969031,3970077,1046,[264.0],264.0,0.0
"[wecB, wecC]","(b3786, b3787)","[EG11451, EG11452]",b3786,b3787,3970133,3972522,2389,"[186.0, 210.0]",198.0,12.0
[wecB],"(b3786,)",[EG11451],b3786,b3786,3970133,3971263,1130,[186.0],186.0,0.0
"[wecC, rffG]","(b3787, b3788)","[EG11452, EG11453]",b3787,b3788,3971260,3973589,2329,"[210.0, 300.0]",255.0,45.0
[wecC],"(b3787,)",[EG11452],b3787,b3787,3971260,3972522,1262,[210.0],210.0,0.0
"[rffG, rffH]","(b3788, b3789)","[EG11453, EG11454]",b3788,b3789,3972522,3974489,1967,"[300.0, 504.0]",402.0,102.0
"[rffG, rffH, wecD]","(b3788, b3789, b3790)","[EG11453, EG11454, EG11455]",b3788,b3790,3972522,3975141,2619,"[300.0, 504.0, 414.0]",406.0,83.4745470188
[rffG],"(b3788,)",[EG11453],b3788,b3788,3972522,3973589,1067,[300.0],300.0,0.0
"[rffH, wecD, wecE]","(b3789, b3790, b3791)","[EG11454, EG11455, EG11456]",b3789,b3791,3973608,3976276,2668,"[504.0, 414.0, 564.0]",494.0,61.6441400297
[rffH],"(b3789,)",[EG11454],b3789,b3789,3973608,3974489,881,[504.0],504.0,0.0
"[rffH, wecD]","(b3789, b3790)","[EG11454, EG11455]",b3789,b3790,3973608,3975141,1533,"[504.0, 414.0]",459.0,45.0
"[wecD, wecE]","(b3790, b3791)","[EG11455, EG11456]",b3790,b3791,3974467,3976276,1809,"[414.0, 564.0]",489.0,75.0
"[wecE, wzxE]","(b3791, b3792)","[EG11456, EG11486]",b3791,b3792,3975146,3977528,2382,"[564.0, 672.0]",618.0,54.0
"[wecE, wzxE, wecF]","(b3791, b3792, b4481)","[EG11456, EG11486, G7800]",b3791,b4481,3975146,3978604,3458,"[564.0, 672.0, 450.0]",562.0,90.642153549
[wecE],"(b3791,)",[EG11456],b3791,b3791,3975146,3976276,1130,[564.0],564.0,0.0
"[wzxE, wecF]","(b3792, b4481)","[EG11486, G7800]",b3792,b4481,3976278,3978604,2326,"[672.0, 450.0]",561.0,111.0
[wzxE],"(b3792,)",[EG11486],b3792,b3792,3976278,3977528,1250,[672.0],672.0,0.0
[wecF],"(b4481,)",[G7800],b4481,b4481,3977525,3978604,1079,[450.0],450.0,0.0
[wecG],"(b3794,)",[EG11458],b3794,b3794,3979956,3980696,740,[456.0],456.0,0.0
"[yifK, argX]","(b3795, b3796)","[EG11459, EG30017]",b3795,b3796,3980887,3982451,1564,"[528.0, 172800.0]",86664.0,86136.0
"[yifK, argX, hisR, leuT, proM]","(b3795, b3796, b3797, b3798, b3799)","[EG11459, EG30017, EG30042, EG30049, EG30068]",b3795,b3799,3980887,3982811,1924,"[528.0, 172800.0, 172800.0, 172800.0, 172800.0]",138345.6,68908.8
"[yifK, argX, hisR, leuT]","(b3795, b3796, b3797, b3798)","[EG11459, EG30017, EG30042, EG30049]",b3795,b3798,3980887,3982692,1805,"[528.0, 172800.0, 172800.0, 172800.0]",129732.0,74595.9641804
[yifK],"(b3795,)",[EG11459],b3795,b3795,3980887,3982272,1385,[528.0],528.0,0.0
"[yifK, argX, hisR]","(b3795, b3796, b3797)","[EG11459, EG30017, EG30042]",b3795,b3797,3980887,3982585,1698,"[528.0, 172800.0, 172800.0]",115376.0,81209.7996057
"[argX, hisR, leuT]","(b3796, b3797, b3798)","[EG30017, EG30042, EG30049]",b3796,b3798,3982375,3982692,317,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
[argX],"(b3796,)",[EG30017],b3796,b3796,3982375,3982451,76,[172800.0],172800.0,0.0
"[argX, hisR, leuT, proM]","(b3796, b3797, b3798, b3799)","[EG30017, EG30042, EG30049, EG30068]",b3796,b3799,3982375,3982811,436,"[172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
[proM],"(b3799,)",[EG30068],b3799,b3799,3982735,3982811,76,[172800.0],172800.0,0.0
[aslB],"(b3800,)",[EG10090],b3800,b3800,3982958,3984193,1235,[534.0],534.0,0.0
[glmZ],"(b4456,)",[G0-8873],b4456,b4456,3986432,3986638,206,[344.82],344.82,0.0
"[hemY, hemX]","(b3802, b3803)","[EG10434, EG10433]",b3802,b3803,3986686,3989066,2380,"[156.0, 168.0]",162.0,6.0
[hemY],"(b3802,)",[EG10434],b3802,b3802,3986686,3987882,1196,[156.0],156.0,0.0
"[hemX, hemD]","(b3803, b3804)","[EG10433, EG10430]",b3803,b3804,3987885,3989828,1943,"[168.0, 264.0]",216.0,48.0
[hemX],"(b3803,)",[EG10433],b3803,b3803,3987885,3989066,1181,[168.0],168.0,0.0
"[hemX, hemD, hemC]","(b3803, b3804, b3805)","[EG10433, EG10430, EG10429]",b3803,b3805,3987885,3990766,2881,"[168.0, 264.0, 366.0]",266.0,80.8455317256
"[hemD, hemC]","(b3804, b3805)","[EG10430, EG10429]",b3804,b3805,3989088,3990766,1678,"[264.0, 366.0]",315.0,51.0
[hemC],"(b3805,)",[EG10429],b3805,b3805,3989825,3990766,941,[366.0],366.0,0.0
[cyaA],"(b3806,)",[EG10170],b3806,b3806,3991153,3993699,2546,[144.0],144.0,0.0
"[cyaA, cyaY]","(b3806, b3807)","[EG10170, EG11653]",b3806,b3807,3991153,3994059,2906,"[144.0, 234.0]",189.0,45.0
[cyaY],"(b3807,)",[EG11653],b3807,b3807,3993739,3994059,320,[234.0],234.0,0.0
[yifL],"(b4558,)",[G0-10471],b4558,b4558,3994522,3994725,203,[344.82],344.82,0.0
"[yifL, dapF]","(b4558, b3809)","[G0-10471, EG10209]",b4558,b3809,3994522,3995586,1064,"[344.82, 198.0]",271.41,73.41
"[yifL, dapF, yigA, xerC]","(b4558, b3809, b3810, b3811)","[G0-10471, EG10209, EG11201, EG11069]",b4558,b3811,3994522,3997183,2661,"[344.82, 198.0, 180.0, 186.0]",227.205,68.2136062307
"[yifL, dapF, yigA]","(b4558, b3809, b3810)","[G0-10471, EG10209, EG11201]",b4558,b3810,3994522,3996290,1768,"[344.82, 198.0, 180.0]",240.94,73.8209130261
"[yifL, dapF, yigA, xerC, yigB]","(b4558, b3809, b3810, b3811, b3812)","[G0-10471, EG10209, EG11201, EG11069, EG11202]",b4558,b3812,3994522,3997899,3377,"[344.82, 198.0, 180.0, 186.0, 344.82]",250.728,77.0441625044
"[dapF, yigA, xerC, yigB]","(b3809, b3810, b3811, b3812)","[EG10209, EG11201, EG11069, EG11202]",b3809,b3812,3994762,3997899,3137,"[198.0, 180.0, 186.0, 344.82]",227.205,68.2136062307
"[dapF, yigA]","(b3809, b3810)","[EG10209, EG11201]",b3809,b3810,3994762,3996290,1528,"[198.0, 180.0]",189.0,9.0
"[dapF, yigA, xerC]","(b3809, b3810, b3811)","[EG10209, EG11201, EG11069]",b3809,b3811,3994762,3997183,2421,"[198.0, 180.0, 186.0]",188.0,7.48331477355
[dapF],"(b3809,)",[EG10209],b3809,b3809,3994762,3995586,824,[198.0],198.0,0.0
"[yigA, xerC, yigB]","(b3810, b3811, b3812)","[EG11201, EG11069, EG11202]",b3810,b3812,3995583,3997899,2316,"[180.0, 186.0, 344.82]",236.94,76.3219968292
"[yigA, xerC]","(b3810, b3811)","[EG11201, EG11069]",b3810,b3811,3995583,3997183,1600,"[180.0, 186.0]",183.0,3.0
[yigA],"(b3810,)",[EG11201],b3810,b3810,3995583,3996290,707,[180.0],180.0,0.0
[xerC],"(b3811,)",[EG11069],b3811,b3811,3996287,3997183,896,[186.0],186.0,0.0
[yigB],"(b3812,)",[EG11202],b3812,b3812,3997183,3997899,716,[344.82],344.82,0.0
"[yigB, uvrD]","(b3812, b3813)","[EG11202, EG11064]",b3812,b3813,3997183,4000145,2962,"[344.82, 210.0]",277.41,67.41
[uvrD],"(b3813,)",[EG11064],b3813,b3813,3997983,4000145,2162,[210.0],210.0,0.0
[corA],"(b3816,)",[EG11463],b3816,b3816,4001426,4002376,950,[222.0],222.0,0.0
"[yigF, yigG, rarD, yigI]","(b3817, b3818, b3819, b3820)","[EG11464, EG11465, EG11466, EG11467]",b3817,b3820,4002419,4004697,2278,"[300.0, 348.0, 390.0, 300.0]",334.5,37.5599520766
[rarD],"(b3819,)",[EG11466],b3819,b3819,4003288,4004178,890,[390.0],390.0,0.0
"[rarD, yigI]","(b3819, b3820)","[EG11466, EG11467]",b3819,b3820,4003288,4004697,1409,"[390.0, 300.0]",345.0,45.0
[yigI],"(b3820,)",[EG11467],b3820,b3820,4004230,4004697,467,[300.0],300.0,0.0
"[pldA, recQ]","(b3821, b3822)","[EG10738, EG10833]",b3821,b3822,4004862,4007693,2831,"[204.0, 366.0]",285.0,81.0
[pldA],"(b3821,)",[EG10738],b3821,b3821,4004862,4005731,869,[204.0],204.0,0.0
[recQ],"(b3822,)",[EG10833],b3822,b3822,4005864,4007693,1829,[366.0],366.0,0.0
"[recQ, rhtC]","(b3822, b3823)","[EG10833, EG11468]",b3822,b3823,4005864,4008377,2513,"[366.0, 240.0]",303.0,63.0
[rhtC],"(b3823,)",[EG11468],b3823,b3823,4007757,4008377,620,[240.0],240.0,0.0
[rhtB],"(b3824,)",[EG11469],b3824,b3824,4008439,4009059,620,[216.0],216.0,0.0
"[pldB, yigL]","(b3825, b3826)","[EG10739, EG11470]",b3825,b3826,4009170,4011000,1830,"[192.0, 300.0]",246.0,54.0
[pldB],"(b3825,)",[EG10739],b3825,b3825,4009170,4010192,1022,[192.0],192.0,0.0
[yigL],"(b3826,)",[EG11470],b3826,b3826,4010200,4011000,800,[300.0],300.0,0.0
[yigM],"(b3827,)",[EG11471],b3827,b3827,4011076,4011975,899,[204.0],204.0,0.0
[metR],"(b3828,)",[EG10591],b3828,b3828,4011863,4012816,953,[342.0],342.0,0.0
[metE],"(b3829,)",[EG10584],b3829,b3829,4013053,4015314,2261,[252.0],252.0,0.0
[ysgA],"(b3830,)",[G7804],b3830,b3830,4015354,4016169,815,[228.0],228.0,0.0
"[udp, rmuC]","(b3831, b3832)","[EG11045, EG11472]",b3831,b3832,4016431,4018760,2329,"[714.0, 246.0]",480.0,234.0
[udp],"(b3831,)",[EG11045],b3831,b3831,4016431,4017192,761,[714.0],714.0,0.0
"[udp, rmuC, ubiE]","(b3831, b3832, b3833)","[EG11045, EG11472, EG11473]",b3831,b3833,4016431,4019610,3179,"[714.0, 246.0, 198.0]",386.0,232.757384416
"[udp, rmuC, ubiE, ubiJ, esrE]","(b3831, b3832, b3833, b3834, b4707)","[EG11045, EG11472, EG11473, EG11474, G0-10737]",b3831,b4707,4016431,4020229,3798,"[714.0, 246.0, 198.0, 300.0, 344.82]",360.564,183.512856182
[rmuC],"(b3832,)",[EG11472],b3832,b3832,4017333,4018760,1427,[246.0],246.0,0.0
"[rmuC, ubiE, ubiJ, esrE]","(b3832, b3833, b3834, b4707)","[EG11472, EG11473, EG11474, G0-10737]",b3832,b4707,4017333,4020229,2896,"[246.0, 198.0, 300.0, 344.82]",272.205,55.3140676049
"[rmuC, ubiE]","(b3832, b3833)","[EG11472, EG11473]",b3832,b3833,4017333,4019610,2277,"[246.0, 198.0]",222.0,24.0
[ubiE],"(b3833,)",[EG11473],b3833,b3833,4018855,4019610,755,[198.0],198.0,0.0
"[ubiE, ubiJ, esrE, ubiB]","(b3833, b3834, b4707, b3835)","[EG11473, EG11474, G0-10737, EG11476]",b3833,b3835,4018855,4021866,3011,"[198.0, 300.0, 344.82, 174.0]",254.205,70.5338647389
"[ubiE, ubiJ, esrE]","(b3833, b3834, b4707)","[EG11473, EG11474, G0-10737]",b3833,b4707,4018855,4020229,1374,"[198.0, 300.0, 344.82]",280.94,61.4355532245
"[ubiE, ubiJ, esrE, ubiB, tatA, tatB]","(b3833, b3834, b4707, b3835, b3836, b3838)","[EG11473, EG11474, G0-10737, EG11476, G7806, G7808]",b3833,b3838,4018855,4022733,3878,"[198.0, 300.0, 344.82, 174.0, 204.0, 120.0]",223.47,76.118095746
"[ubiE, ubiJ, esrE, ubiB, tatA]","(b3833, b3834, b4707, b3835, b3836)","[EG11473, EG11474, G0-10737, EG11476, G7806]",b3833,b3836,4018855,4022214,3359,"[198.0, 300.0, 344.82, 174.0, 204.0]",244.164,66.206552425
"[ubiJ, esrE]","(b3834, b4707)","[EG11474, G0-10737]",b3834,b4707,4019624,4020229,605,"[300.0, 344.82]",322.41,22.41
"[ubiJ, esrE, ubiB, tatA, tatB]","(b3834, b4707, b3835, b3836, b3838)","[EG11474, G0-10737, EG11476, G7806, G7808]",b3834,b3838,4019624,4022733,3109,"[300.0, 344.82, 174.0, 204.0, 120.0]",228.564,82.4443108043
"[tatA, tatB, tatC, tatD, rfaH]","(b3836, b3838, b3839, b4483, b3842)","[G7806, G7808, EG11479, EG11481, EG10839]",b3836,b3842,4021945,4024821,2876,"[204.0, 120.0, 192.0, 396.0, 216.0]",225.6,91.5152446317
"[tatA, tatB]","(b3836, b3838)","[G7806, G7808]",b3836,b3838,4021945,4022733,788,"[204.0, 120.0]",162.0,42.0
[tatA],"(b3836,)",[G7806],b3836,b3836,4021945,4022214,269,[204.0],204.0,0.0
"[tatA, tatB, tatC]","(b3836, b3838, b3839)","[G7806, G7808, EG11479]",b3836,b3839,4021945,4023512,1567,"[204.0, 120.0, 192.0]",172.0,37.094473982
"[tatA, tatB, tatC, tatD]","(b3836, b3838, b3839, b4483)","[G7806, G7808, EG11479, EG11481]",b3836,b4483,4021945,4024336,2391,"[204.0, 120.0, 192.0, 396.0]",228.0,102.176318196
"[tatB, tatC]","(b3838, b3839)","[G7808, EG11479]",b3838,b3839,4022218,4023512,1294,"[120.0, 192.0]",156.0,36.0
[rfaH],"(b3842,)",[EG10839],b3842,b3842,4024333,4024821,488,[216.0],216.0,0.0
"[rfaH, ubiD]","(b3842, b3843)","[EG10839, EG11396]",b3842,b3843,4024333,4026481,2148,"[216.0, 204.0]",210.0,6.0
"[ubiD, fre]","(b3843, b3844)","[EG11396, EG10334]",b3843,b3844,4024988,4027228,2240,"[204.0, 156.0]",180.0,24.0
[ubiD],"(b3843,)",[EG11396],b3843,b3843,4024988,4026481,1493,[204.0],204.0,0.0
[fre],"(b3844,)",[EG10334],b3844,b3844,4026527,4027228,701,[156.0],156.0,0.0
"[fadA, fadB]","(b3845, b3846)","[EG10278, EG10279]",b3845,b3846,4027609,4030971,3362,"[288.0, 408.0]",348.0,60.0
[fadB],"(b3846,)",[EG10279],b3846,b3846,4028782,4030971,2189,[408.0],408.0,0.0
[pepQ],"(b3847,)",[EG10698],b3847,b3847,4031161,4032492,1331,[144.0],144.0,0.0
"[pepQ, yigZ]","(b3847, b3848)","[EG10698, EG11484]",b3847,b3848,4031161,4033106,1945,"[144.0, 234.0]",189.0,45.0
"[pepQ, yigZ, trkH, hemG]","(b3847, b3848, b3849, b3850)","[EG10698, EG11484, EG11021, EG11485]",b3847,b3850,4031161,4035153,3992,"[144.0, 234.0, 344.82, 228.0]",237.705,71.3480278284
"[pepQ, yigZ, trkH]","(b3847, b3848, b3849)","[EG10698, EG11484, EG11021]",b3847,b3849,4031161,4034596,3435,"[144.0, 234.0, 344.82]",240.94,82.131158521
[yigZ],"(b3848,)",[EG11484],b3848,b3848,4032492,4033106,614,[234.0],234.0,0.0
"[yigZ, trkH, hemG]","(b3848, b3849, b3850)","[EG11484, EG11021, EG11485]",b3848,b3850,4032492,4035153,2661,"[234.0, 344.82, 228.0]",268.94,53.7111459569
"[yigZ, trkH]","(b3848, b3849)","[EG11484, EG11021]",b3848,b3849,4032492,4034596,2104,"[234.0, 344.82]",289.41,55.41
