	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
True	EG12302	tmk	dTMP kinase	characterized	characterized	1.21075106637E-05	0.94	N.A.	N.A.	N.A.	E	E	u	thymidylate kinase	Enzyme; 2'-Deoxyribonucleotide metabolism	Thymidylate kinase	Met Orth 	dTDP biosynthetic process
False	EG12304	sapD	peptide ABC transporter SapABCDF - ATP binding subunit	characterized	characterized	7.83928229649E-06	0.88	0.586	0.319	0.347	N	N	N	antimicrobial peptide ABC transporter ATPase	Putative transport; Not classified	Antimicrobial peptide ABC transporter ATPase; required for ATP-dependence of Trk K+ uptake systems	Met Orth 	N/A
True	EG12312	coaE	dephospho-CoA kinase	characterized	characterized	1.95378161103E-05	1.00	0.869	0.333	0.335	E	E	u	dephospho-CoA kinase	Orf; Not classified	Dephospho-CoA kinase; final step in CoA synthesis	Met Orth 	coenzyme A biosynthetic process
True	EG12316	acnB	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	characterized	characterized	0.0002747984	1.00	0.704	0.331	0.387	N	N	u	aconitate hydratase 2; aconitase B; 2-methyl-cis-aconitate hydratase	Enzyme; Energy metabolism, carbon: TCA cycle	Aconitate hydratase 2; aconitase B; 2-methyl-cis-aconitate hydratase; iron-sulfur cluster; monomeric	Met Orth 	propionate catabolic process
True	EG12318	cueO	multicopper oxidase with role in copper homeostasis	characterized	characterized	7.62319536455E-06	0.94	0.815	0.241	0.262	N	u	u	multicopper oxidase (laccase)	Null	Multicopper oxidase (laccase), confers copper tolerance; oxidizes model substrate dimethoxyphenol; in vitro ferroxidase and phenoloxidase activities; regulated by copper-responsive CueR activator	Met Orth 	N/A
True	EG12319	can	carbonic anhydrase 2 monomer	characterized	characterized	0.0005697531	1.00	N.A.	N.A.	N.A.	E	E	u	carbonic anhydrase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Carbonic anhydrase, beta class	Met Orth 	N/A
True	EG12331	clcA	ClcA	characterized	characterized	4.29579248656E-06	0.75	0.988	0.34	0.384	N	u	N	H(+)/Cl(-) exchange transporter	Transport; Not classified	H(+)/Cl(-) exchange transporter; involved in the extreme acid response	Met Orth 	chloride transport
False	EG12334	btuF	vitamin B<sub>12</sub> ABC transporter - periplasmic binding protein	characterized	characterized	4.69085356242E-06	0.88	0.764	0.189	0.246	N	u	u	vitamin B12 ABC transporter periplasmic binding protein	Null	Vitamin B12 periplasmic binding protein	Met Orth 	cobalamin transport
True	EG12345	ydfG	3-hydroxy acid dehydrogenase monomer	characterized	unknown	3.61802426635E-05	1.00	0.771	0.209	0.149	N	N	N	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase	Putative enzyme; Not classified	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase	Met Orth 	uracil catabolic process
True	EG12357	fadK	short chain acyl-CoA synthetase monomer	characterized	characterized	0.000000524	0.22	0.742	0.324	0.362	N	N	u	short chain acyl-CoA synthetase, anaerobic	Putative enzyme; Not classified	Acyl-CoA synthase, anaerobic	Met Orth 	N/A
True	EG12358	ssuB	aliphatic sulfonate ABC transporter - ATP binding subunit	characterized	characterized	1.1855243949E-06	0.47	0.814	0.313	0.351	N	N	N	aliphatic sulfonate ABC transporter ATPase	Transport; Not classified	Aliphatic sulfonate ABC transporter ATPase; sulfur starvation inducible	Met Orth 	alkanesulfonate transport
True	EG12362	menF	MenF	characterized	characterized	9.48664455067E-06	0.97	0.724	0.293	0.191	N	N	u	isochorismate synthase 2	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	Isochorismate synthase, menaquinone biosynthesis	Met Orth 	menaquinone biosynthetic process
False	EG12367	cusA	copper / silver efflux transport system - membrane subunit	characterized	characterized	2.57106017863E-06	0.69	0.855	0.303	0.294	N	N	u	copper/silver efflux system, membrane component	Putative transport; Not classified	Silver and copper efflux, membrane transporter; overexpression confers low level fosfomycin resistance; confers copper and silver resistance	Met Orth 	silver ion transport
True	EG12368	znuB	Zn<sup>2+</sup> ABC transporter - membrane subunit	characterized	characterized	5.3208546871E-06	0.94	0.694	0.343	0.413	N	u	u	zinc ABC transporter permease	Null	Zinc ABC transporter permease	Met Orth 	zinc ion transmembrane transport
False	EG12380	gntT	gluconate transporter GntT	characterized	characterized	3.99914054663E-06	0.72	0.747	0.22	0.158	N	N	N	gluconate transporter, high-affinity GNT I system	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	High-affinity gluconate transport	Met Orth 	D-gluconate catabolic process
True	EG12381	nrdF	NrdF	characterized	characterized	0.0001532125	1.00	0.665	0.534	0.767	N	N	N	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein	Enzyme; Central intermediary metabolism: Nucleotide interconversions	Ribonucleoside-diphosphate reductase 2, beta subunit; class Ib aerobic ribonucleotide reductase	Met Orth 	deoxyribonucleoside diphosphate metabolic process
True	EG12384	ybcF	predicted carbamate kinase	unknown	unknown	3.90473535583E-07	0.19	0.786	0.261	0.332	E	u	N	putative carbonate kinase	Putative enzyme; Purine nitrogen catabolism	Putative carbonate kinase for anaerobic allantoin nitrogen catabolism	Met Orth 	carbamoyl phosphate catabolic process
True	EG12392	dauA	C4 dicarboxylate / C4 monocarboxylate transporter DauA	characterized	characterized	2.09264945983E-06	0.44	N/A	N/A	N/A	N/A	N/A	N/A	C4-dicarboxylic acid transporter	Null	C4-dicarboxylic acid transporter at low pH; STAS domain	Met Orth 	fumarate transport
False	EG12393	ttdT	tartrate succinate antiporter	characterized	characterized	3.67543741017E-07	0.09	0.756	0.236	0.304	N	u	N	L-tartrate/succinate antiporte	Null	L-tartrate/succinate antiporter; needed for L-tatrate uptake and tartrate induction of ttdAB	Met Orth 	N/A
True	EG12394	msrB	methionine sulfoxide reductase B	characterized	characterized	2.3637550865E-05	1.00	0.704	0.198	0.191	X	u	N	methionine sulfoxide reductase B	Null	Methionine sulfoxide reductase B; specific for met-R-(o) diastereoisomers within proteins; mutant is cadmium sensitive; free met-R-(o) is inefficiently reduced by MsrB	Met Orth 	N/A
True	EG12399	dhaM	dihydroxyacetone kinase subunit M	characterized	characterized	1.78978963289E-05	1.00	0.819	0.475	0.51	N	u	N	putative dihydroxyacetone-specific PTS enzymes: HPr, EI components	Null	Multidomain dihydroxyacetone-specific PTS protein; phosphoryl donor for dihydroxyacetone kinase; DhaK(2):DhaL:DhaM(2) complex	Met Orth 	glycerol catabolic process
False	EG12407	iaaA	IaaA	characterized	characterized	0.000080285	1.00	0.815	0.35	0.39	N	N	N	Isoaspartyl peptidase 	Orf; Not classified	isoAsp aminopeptidase, cleaves isoAsp-X dipeptides; Ntn hydrolase; glutathione utilization; weak L-asparaginase activity in vitro (EcAIII); precursor is cleaved into an alpha and beta subunit; heterotetrameric	Met Orth 	protein autoprocessing
True	EG12410	nudK	GDP-mannose hydrolase	characterized	characterized	1.0226256152E-05	0.97	0.789	0.338	0.353	N	N	N	GDP-mannose pyrophosphatase	Null	GDP-mannose pyrophosphatase	Met Orth 	N/A
True	EG12411	rfbD	dTDP-4-dehydrorhamnose reductase	characterized	characterized	5.85750661146E-05	1.00	0.826	0.279	0.312	N	N	u	dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit	Enzyme; Central intermediary metabolism: Sugar-nucleotide biosynthesis, conversions	dTDP-L-rhamnose synthase	Met Orth 	dTDP-rhamnose biosynthetic process
True	EG12412	rfbB	RmlB	characterized	characterized	3.69553833425E-05	1.00	0.817	0.37	0.423	N	N	N	dTDP-glucose 4,6 dehydratase, NAD(P)-binding	Enzyme; Central intermediary metabolism: Sugar-nucleotide biosynthesis, conversions	TDP-glucose oxidoreductase-4,6 dehydratase	Met Orth 	dTDP-rhamnose biosynthetic process
False	EG12414	gatA	galactitol PTS permease - GatA subunit	characterized	characterized	0.0001298525	1.00	0.88	0.334	0.358	N	N	u	galactitol-specific enzyme IIA component of PTS	Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols	Galactitol-specific PTS system EIIA component	Met Orth 	galactitol metabolic process
False	EG12415	gatB	galactitol PTS permease - GatB subunit	characterized	characterized	6.80066079569E-05	1.00	0.783	0.349	0.337	N	N	u	galactitol-specific enzyme IIB component of PTS	Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols	Galactitol-specific PTS system EIIB component	Met Orth 	galactitol metabolic process
False	EG12416	gatC	galactitol PTS permease - GatC subunit	characterized	characterized	4.09019227822E-05	1.00	0.797	0.33	0.314	N	N	N	pseudogene, galactitol-specific enzyme IIC component of PTS	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Pseudogene reconstruction, galactitol-specific PTS system EIIC component	Met Orth 	galactitol transport
False	EG12417	gatD	galactitol-1-phosphate dehydrogenase	characterized	characterized	7.87771718036E-06	0.97	0.825	0.302	0.356	E	N	N	galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding	Enzyme; Degradation of small molecules: Carbon compounds	Galactitol-1-phosphate dehydrogenase	Met Orth 	galactitol catabolic process
True	EG12419	gatY	GatY	characterized	characterized	0.0005560525	1.00	0.791	0.36	0.463	N	N	N	D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit	Enzyme; Degradation of small molecules: Carbon compounds	D-tagatose-1,6-bisphosphate aldolase, class II; requires GatZ subunit for full activity and stability	Met Orth 	galactitol catabolic process
False	EG12423	tauD	taurine dioxygenase monomer	characterized	characterized	6.41565130947E-07	0.13	0.764	0.378	0.424	N	N	u	taurine dioxygenase, 2-oxoglutarate-dependent	Putative enzyme; Not classified	Taurine/alpha-ketoglutarate dioxygenase	Met Orth 	N/A
False	EG12427	modA	molybdate ABC transporter - periplasmic binding protein	characterized	characterized	2.70205021991E-05	1.00	0.874	0.324	0.352	N	N	N	molybdate ABC transporter periplasmic binding protein; chlorate resistance protein	Transport; Transport of small molecules: Anions	Molybdate ABC transporter periplasmic binding protein; chlorate resistance 	Met Orth 	molybdate ion transport
True	EG12437	menE	MenE	characterized	characterized	2.96733942762E-06	0.72	0.725	0.283	0.39	E	N	u	O-succinylbenzoate-CoA ligase	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	o-succinylbenzoate-CoA synthase; homotetrameric; menaquinone biosynthesis	Met Orth 	menaquinone biosynthetic process
True	EG12438	menH	(1R,6R)-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	characterized	characterized	0.000011745	1.00	0.778	0.292	0.341	X	N	N	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	SHCHC synthase, menaquinone biosynthesis; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	Met Orth 	menaquinone biosynthetic process
False	EG12439	yjfF	galactofuranose / galactospyranose ABC transporter - putative membrane subunit	characterized	unknown	8.748575092E-07	0.38	0.887	0.235	0.272	N	u	N	putative sugar ABC transporter permease	Putative transport; Not classified	Putative sugar ABC transporter permease; possible galactofuranse substrate	Met Orth 	galactose transport
True	EG12440	mpl	UDP-N-acetylmuramate L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminoheptanedioate-D-alanine ligase multifunctional	characterized	characterized	2.78603486008E-05	1.00	0.75	0.399	0.429	N	N	u	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	Putative enzyme; Not classified	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase; recycles cell wall peptidoglycan	Met Orth 	N/A
True	EG12445	eamB	O-Acetylserine/Cysteine Efflux Permease	characterized	characterized	1.14134345728E-06	0.44	0.476	0.228	0.232	N	u	N	cysteine and O-acetylserine exporter	Null	Cysteine and O-acetylserine exporter, inner membrane protein	Met Orth 	cysteine export
False	EG12450	norW	flavorubredoxin reductase	characterized	characterized	5.00156618108E-07	0.16	0.731	0.252	0.144	N	N	N	NADH:flavorubredoxin oxidoreductase	Putative enzyme; Not classified	NADH:flavoruberedoxin reductase	Met Orth 	N/A
False	EG12455	lplT	lysophospholipid transporter	characterized	characterized	4.51468475136E-06	0.75	0.776	0.311	0.348	N	N	N	lysophospholipid transporter	Orf; Drug/analog sensitivity	Lysophospholipid transporter	Met Orth 	lysophospholipid transport
True	EG12458	alsB	D-allose ABC transporter - periplasmic binding protein	characterized	characterized	7.54367661747E-07	0.16	0.626	0.219	0.1	N	N	u	D-allose ABC transporter periplasmic binding protein	Putative regulator; Not classified	D-allose-binding protein, periplasmic	Met Orth 	allose transport
False	EG12462	adiC	AdiC	characterized	characterized	0.000000186	0.00	0.801	0.347	0.371	X	N	N	arginine:agmatine antiporter	Putative transport; Not classified	Arginine:agmatine antiporter; arginine-dependent acid resistance; acid-inducible membrane protein	Met Orth 	arginine transport
True	EG12469	yjdL	dipeptide H<sup>+</sup> symporter YjdL	characterized	unknown	8.31060658749E-07	0.25	0.748	0.29	0.44	N	N	N	dipeptide and tripeptide permease	Transport; Not classified	Dipeptide and tripeptide permease C	Met Orth 	N/A
False	EG12494	ulaB	L-ascorbate PTS permease - UlaB subunit	characterized	characterized	1.18179082566E-06	0.38	0.71	0.347	0.418	X	u	u	L-ascorbate-specific enzyme IIB component of PTS	Null	Ascorbate-specific PTS system EIIB component; L-ascorbate uptake	Met Orth 	L-ascorbic acid transport
False	EG12495	ulaC	L-ascorbate PTS permease - UlaC subunit	characterized	characterized	6.04639852071E-07	0.34	0.736	0.327	0.389	N	u	u	L-ascorbate-specific enzyme IIA component of PTS	Putative transport; Not classified	Ascorbate-specific PTS system EIIA component; L-ascorbate uptake	Met Orth 	L-ascorbic acid transport
True	EG12504	cycA	serine / alanine / glycine / cycloserine H<sup>+</sup>symporter	characterized	characterized	1.60735983301E-05	1.00	0.702	0.172	0.157	N	u	N	D-alanine/D-serine/glycine transporter	Transport; Transport of small molecules: Amino acids, amines	D-alanine, beta-alanine, D-serine, glycine permease; D-cycloserine uptake	Met Orth 	beta-alanine transport
False	EG12517	ytfQ	galactofuranose / galactopyranose ABC transporter - periplasmic binding protein	characterized	unknown	2.34012206646E-06	0.38	0.649	0.29	0.364	N	u	N	galactofuranose ABC transporter periplasmic binding protein	Putative regulator; Not classified	Galactofuranose ABC transporter periplasmic binding protein	Met Orth 	galactose transport
False	EG12520	ytfT	galactofuranose / galactopyranose ABC transporter - putative membrane subunit	characterized	unknown	2.74552791388E-07	0.13	0.946	0.29	0.362	N	u	u	putative sugar ABC transporter permease	Putative transport; Not classified	Putative sugar ABC transporter permease	Met Orth 	galactose transport
False	EG12522	garD	galactarate dehydratase	characterized	characterized	2.99613746262E-07	0.06	0.789	0.37	0.446	N	u	N	D-galactarate dehydrogenase	Null	D-galactarate dehydratase; uxaA paralog; contains conserved CxxS redox motif	Met Orth 	D-galactarate catabolic process
True	EG12525	mgtA	Mg<sup>2+</sup> / Ni<sup>2+</sup> transporting ATPase	characterized	characterized	1.02428017412E-06	0.50	0.729	0.334	0.409	N	N	N	magnesium transporter	Enzyme; Transport of small molecules: Cations	Magnesium transporter, ATP-dependent; mutant has cobalt resistance; mediates Mg(2+) influx	Met Orth 	magnesium ion transport
False	EG12539	idnT	L-idonate / 5-ketogluconate / gluconate transporter IdnT	characterized	characterized	8.59585515409E-07	0.28	0.499	0.45	0.407	N	N	u	L-idonate and D-gluconate transporter	Putative transport; Not classified	L-Idonate transporter; also transports 5-keto-D-gluconate (Reed, 2006) 	Met Orth 	L-idonate transport
True	EG12563	gntP	gluconate / fructuronate transporter GntP	characterized	characterized	5.6675582706E-07	0.19	0.661	0.261	0.276	N	N	N	fructuronate transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Fructuronate and gluconate transporter	Met Orth 	D-gluconate catabolic process
False	EG12587	yjjL	galactonate H+ symporter	characterized	unknown	4.98305927675E-06	0.84	0.775	0.236	0.269	N	N	u	NA	NA	NA	Met Orth 	aldonate transport
True	EG12600	yjjX	ITPase/XTPase	characterized	unknown	7.75243278646E-06	0.94	0.689	0.232	0.263	N	N	u	non-canonical purine NTP phosphatase, ITPase/XTPase	Null	Non-canonical purine NTP phosphatase, ITPase/XTPase; dimeric	Met Orth 	N/A
True	EG12606	fabF	FabF	characterized	characterized	0.000072076	1.00	0.686	0.393	0.566	N	N	N	3-oxoacyl-[acyl-carrier-protein] synthase II	Enzyme; Fatty acid and phosphatidic acid biosynthesis	Beta-ketoacyl-ACP synthase II; KAS II; homodimeric	Met Orth 	N/A
True	EG12625	dppB	dipeptide ABC transporter - putative membrane subunit	characterized	characterized	3.98258627442E-06	0.72	0.778	0.21	0.208	N	N	N	dipeptide/heme ABC transporter permease	Transport; Not classified	Dipeptide/heme ABC transporter permease; also transports 5-aminolevulinic acid	Met Orth 	N/A
True	EG12626	dppC	dipeptide ABC transporter - putative membrane subunit	characterized	characterized	0.00000698	0.94	0.772	0.421	0.362	N	N	N	dipeptide/heme ABC transporter permease	Transport; Not classified	Dipeptide/heme ABC transporter permease; also transports 5-aminolevulinic acid	Met Orth 	N/A
True	EG12627	dppD	dipeptide ABC transporter - putative ATP binding subunit	characterized	characterized	1.21524669687E-05	1.00	0.823	0.272	0.282	N	N	u	dipeptide/heme ABC transporter ATPas	Transport; Not classified	Dipeptide/heme ABC transporter ATPase; also transports 5-aminolevulinic acid	Met Orth 	heme transport
True	EG12628	dppF	dipeptide ABC transporter - putative ABC binding subunit	characterized	characterized	1.12180935288E-05	0.94	0.742	0.34	0.274	N	N	N	dipeptide/heme ABC transporter ATPas	Transport; Not classified	Dipeptide/heme ABC transporter ATPase; also transports 5-aminolevulinic acid	Met Orth 	heme transport
True	EG12629	gntK	GntK	characterized	characterized	1.36823005763E-06	0.53	0.739	0.303	0.303	X	N	N	gluconate kinase 2	Enzyme; Central intermediary metabolism: Miscellaneous glucose metabolism	Gluconokinase, thermoresistant	Met Orth 	D-gluconate catabolic process
True	EG12633	nudF	ADP- sugar pyrophosphatase	characterized	characterized	0.000053924	1.00	0.789	0.376	0.373	N	N	u	ADP-ribose pyrophosphatase	Null	ADP-sugar pyrophosphatase; sole ADP-glucose hydrolase, activity limits glycogen production; one of several ADP-ribose hydrolases; creBC regulon; non-essential	Met Orth 	N/A
True	EG12656	mdaB	NADPH quinone reductase monomer	characterized	characterized	1.470545052E-05	1.00	0.828	0.315	0.368	N	N	N	NADPH quinone reductase	Phenotype; Not classified	FMN-dependent NADH-quinone reductase; MdaB and YgiN form an enzymatic quinone reduction-oxidation cycle in vitro; possibly mitigates toxicity of quinols and quinones in vivo; dimeric	Met Orth 	N/A
False	EG12657	ygiN	quinol monooxygenase monomer	characterized	unknown	5.47306122643E-05	1.00	0.645	0.216	0.276	N	N	u	quinol monooxygenase	Null	Quinol monooxygenase; MdaB and YgiN form an enzymatic quinone reduction-oxidation cycle in vitro; expressed protein	Met Orth 	N/A
True	EG12661	gltJ	glutamate / aspartate ABC transporter - membrane subunit	characterized	characterized	5.40451339028E-06	0.97	0.725	0.328	0.374	N	N	u	glutamate/aspartate ABC transporter permease	Transport; Transport of small molecules: Amino acids, amines	Glutamate/aspartate ABC transporter permease	Met Orth 	L-glutamate transport
True	EG12662	gltK	glutamate / aspartate ABC transporter - membrane subunit	characterized	characterized	5.26474850481E-06	0.84	0.701	0.349	0.434	E	N	u	glutamate/aspartate ABC transporter permease	Transport; Transport of small molecules: Amino acids, amines	Glutamate/aspartate ABC transporter permease	Met Orth 	L-glutamate transport
True	EG12663	gltL	glutamate / aspartate ABC transporter - ATP binding subunit	characterized	characterized	0.000008683	1.00	0.757	0.43	0.374	E	N	N	glutamate/aspartate ABC transporter ATPase	Transport; Transport of small molecules: Amino acids, amines	Glutamate, aspartate ABC transporter ATP-binding protein	Met Orth 	N/A
True	EG12666	lpxH	UDP-2,3-diacylglucosamine hydrolase	characterized	characterized	1.26720943497E-05	1.00	N.A.	N.A.	N.A.	E	E	u	UDP-2,3-diacylglucosamine pyrophosphohydrolase	Null	Lipid A synthesis, UDP-2,3-diacylglucosamine pyrophosphohydrolase	Met Orth 	N/A
False	EG12688	grxB	reduced glutaredoxin 2	characterized	characterized	4.81695885474E-05	1.00	0.737	0.336	0.402	N	N	N	glutaredoxin 2 (Grx2)	Carrier; Biosynthesis of cofactors, carriers: Thioredoxin, glutaredoxin, glutathione	Glutaredoxin 2; regulated by RpoS and ppGpp	Met Orth 	glutaredoxin biosynthetic process
False	EG12697	fldB	flavodoxin 2	characterized	characterized	1.36304503145E-05	0.97	0.771	0.353	0.4	N	N	N	flavodoxin 2	Enzyme; Energy metabolism, carbon: Aerobic respiration	Flavodoxin-2	Met Orth 	N/A
True	EG12712	luxS	<i>S</i>-ribosylhomocysteine lyase	characterized	characterized	4.04551680154E-05	1.00	0.766	0.354	0.373	?	u	u	S-ribosylhomocysteine lyase	Null	S-ribosylhomocysteine lyase, autoinducer 2 (AI-2) synthesis; functions in quorum sensing; acid-inducible	Met Orth 	cell-cell signaling involved in quorum sensing
True	EG12713	yddG	aromatic amino acid exporter	characterized	unknown	2.94155401214E-06	0.66	0.514	0.239	0.229	N	N	N	aromatic amino acid exporter	Null	Aromatic amino acid exporter	Met Orth 	phenylalanine transport
True	EG12715	dxr	Dxr	characterized	characterized	8.14576378048E-06	0.94	N.A.	N.A.	N.A.	E	E	u	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Putative transport; Not classified	1-deoxy-D-xylulose 5-phosphate (DXP) reductoisomerase, NAPDH-dependent; also called 2-C-methyl-D-erythritol 4-phosphate (MEP) synthase; alternative nonmevalonate (DXP) pathway for terpenoid biosynthesis; dimeric	Met Orth 	isopentenyl diphosphate biosynthetic process mevalonate-independent pathway
True	EG12732	sstT	serine / threonine Na<sup>+</sup> symporter	characterized	characterized	2.29481959782E-05	1.00	0.759	0.305	0.301	N	N	N	sodium:serine/threonine symporter	Putative transport; Not classified	Na+/serine (threonine) symporter	Met Orth 	threonine transport
True	EG12734	uxaA	D-altronate dehydratase	characterized	characterized	3.4511734326E-06	0.59	0.806	0.333	0.37	N	N	N	altronate hydrolase	Enzyme; Degradation of small molecules: Carbon compounds	D-altronate hydrolase (hydratase), Fe(2)-requiring; galacturonate branch of hexuronate pathway	Met Orth 	D-galacturonate catabolic process
True	EG12738	exuT	hexuronate transporter	characterized	characterized	1.00553453188E-06	0.25	0.61	0.452	0.543	N	N	N	hexuronate transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Hexuronate permease, for glucuronate and galacturonate	Met Orth 	hexuronate transport
False	EG12760	garP	galactarate / glucarate / glycerate H<sup>+</sup> symporter GarP	characterized	characterized	7.06853445802E-08	0.06	0.745	0.345	0.366	N	u	u	putative (D)-galactarate transporter	Null	Probable D-galactarate transporter, membrane protein	Met Orth 	N/A
True	EG12768	kbaY	KbaY	characterized	characterized	1.47898331373E-07	0.03	0.613	0.369	0.417	N	u	N	tagatose 6-phosphate aldolase 1, kbaY subunit	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Ketose 1,6-bisphosphate aldolase, class II; D-tagatose 1,6-bisphosphate aldolase; requires KbaZ subunit for full activity and stability	Met Orth 	D-tagatose 6-phosphate catabolic process
False	EG12802	yrbG	inner membrane protein YrbG	characterized	unknown	6.0836487834E-06	0.88	0.727	0.229	0.275	N	u	N	putative calcium/sodium:proton antiporter	Null	Function unknown, similiar to Na+/Ca++ exchangers	Met Orth 	N/A
True	EG12882	gss	Gss	characterized	characterized	2.9523566553E-05	1.00	0.798	0.393	0.447	N	N	u	glutathionylspermidine amidase and glutathionylspermidine synthetase	Enzyme; Central intermediary metabolism: Polyamine biosynthesis	Glutathionylspermidine synthase/amidase; bifunctional protein	Met Orth 	glutathione metabolic process
True	EG12883	pitB	phosphate transporter	characterized	characterized	0.0000002	0.09	0.625	0.421	0.653	N	N	N	phosphate transporter	Transport; Transport of small molecules: Anions	Cryptic low-affinity Pi transport protein	Met Orth 	phosphate ion transport
False	EG12908	frlA	fructoselysine / psicoselysine transporter	characterized	characterized	1.38364462989E-07	0.03	0.717	0.318	0.38	N	N	N	putative fructoselysine transporter	Putative transport; Not classified	Predicted fructoselysine transporter	Met Orth 	fructoselysine metabolic process
True	EG12957	glk	glucokinase	characterized	characterized	1.22227996644E-05	0.97	0.906	0.425	0.551	N	N	N	glucokinase	Enzyme; Degradation of small molecules: Carbon compounds	Glucokinase	Met Orth 	glucose 6-phosphate metabolic process
False	EG13139	tynA	TynA	characterized	characterized	3.91704225871E-07	0.19	0.689	0.256	0.26	N	N	N	tyramine oxidase, copper-requiring	Enzyme; Degradation of small molecules: Amines	Copper amine oxidase; tyramine oxidase; Cu(II) and topaquinone cofactors; homodimer	Met Orth 	phenylethylamine catabolic process
True	EG13159	xapB	xanthosine H<sup>+</sup> symporter XapB	characterized	characterized	4.80920930808E-07	0.22	0.838	0.383	0.436	N	N	N	xanthosine transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Xanthosine transporter	Met Orth 	xanthosine transport
False	EG13235	mngA	MngA	characterized	characterized	2.54080506906E-08	0.00	0.736	0.284	0.334	N	N	N	fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component	Enzyme; Proteins - translation and modification	2-O-alpha-mannosyl-D-glycerate transport, EIIABC component; PTS system; overproduction suppresses the defective ompC thermoresponse of a micF mutant	Met Orth 	N/A
False	EG13236	mngB	&alpha;-mannosidase	characterized	characterized	6.57261185301E-07	0.19	0.815	0.274	0.348	N	N	u	alpha-mannosidase	Enzyme; Not classified	Alpha-mannosidase, 2-O-alpha-mannosyl-D-glycerate catabolism	Met Orth 	mannose metabolic process
False	EG13238	cobU	CobU	characterized	characterized	3.30792838936E-06	0.78	0.724	0.21	0.247	N	N	u	cobinamide kinase and cobinamide phosphate guanylyltransferase	Enzyme; Biosynthesis of cofactors, carriers: Cobalamin	Partial cobalamin biosynthesis pathway present in E. coli	Met Orth 	cobalamin biosynthetic process
True	EG13270	aqpZ	AqpZ	characterized	characterized	9.63339436432E-07	0.13	0.808	0.31	0.116	N	N	N	aquaporin Z	Transport; Transport of small molecules: Other	Aquaporin Z, glycerol and water channel; RpoS regulon	Met Orth 	water transport
True	EG20044	dctA	C4 dicarboxylate / orotate H<sup>+</sup> symporter	characterized	characterized	3.79660826351E-06	0.78	0.746	0.34	0.256	N	N	N	C4-dicarboxylic acid, orotate and citrate transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	C4-dicarboxylic acid, orotate and citrate transporter; 3-fluoromalate resistance, D-tartrate resistant; uptake of D-malate	Met Orth 	L-aspartate transport
False	EG20051	dgoK	2-dehydro-3-deoxygalactonate kinase	characterized	characterized	1.34176689025E-06	0.34	0.764	0.325	0.32	N	N	u	2-oxo-3-deoxygalactonate kinase	Enzyme; Degradation of small molecules: Carbon compounds	2-oxo-3-deoxygalactonate kinase	Met Orth 	D-galactonate catabolic process
False	EG20053	dgoT	galactonate transporter	characterized	characterized	0.000000328	0.13	0.716	0.224	0.322	N	N	u	D-galactonate transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	D-galactonate transporter	Met Orth 	D-galactonate transport
False	EG20080	glcB	malate synthase G	characterized	characterized	0.000006258	1.00	0.854	0.257	0.211	X	N	u	malate synthase G	Enzyme; Central intermediary metabolism: Glyoxylate bypass	Malate synthase G	Met Orth 	glyoxylate catabolic process
True	EG20091	gpsA	glycerol-3-phosphate dehydrogenase	characterized	characterized	4.97666229372E-05	1.00	N.A.	N.A.	N.A.	N	N	N	glycerol-3-phosphate dehydrogenase (NAD+)	Enzyme; Energy metabolism, carbon: Aerobic respiration	sn-Glycerol-3-phosphate dehydrogenase [NAD(P)+]	Met Orth 	glycerol-3-phosphate catabolic process
